pre_mirna_fk	tx_id	tx_biotype	in_intron	in_exon	is_outside	exon_id	gene_id
366	OTTHUMT00000401908	protein_coding	0	12	0	OTTHUME00002063916	OTTHUMG00000169002
370	OTTHUMT00000259416	protein_coding	10	0	0		OTTHUMG00000134326
370	OTTHUMT00000259415	protein_coding	9	0	0		OTTHUMG00000134326
370	OTTHUMT00000407107	protein_coding	8	0	0		OTTHUMG00000134326
370	OTTHUMT00000407113	protein_coding	8	0	0		OTTHUMG00000134326
371	OTTHUMT00000407760	protein_coding	4	0	0		OTTHUMG00000170168
371	OTTHUMT00000407761	nonsense_mediated_decay	5	0	0		OTTHUMG00000170168
372	OTTHUMT00000407760	protein_coding	1	0	0		OTTHUMG00000170168
372	OTTHUMT00000407761	nonsense_mediated_decay	1	0	0		OTTHUMG00000170168
372	OTTHUMT00000407762	protein_coding	1	0	0		OTTHUMG00000170168
373	OTTHUMT00000407794	protein_coding	7	0	0		OTTHUMG00000170179
373	OTTHUMT00000407795	protein_coding	7	0	0		OTTHUMG00000170179
373	OTTHUMT00000407797	protein_coding	2	0	0		OTTHUMG00000170179
375	OTTHUMT00000408113	protein_coding	0	4	0	OTTHUME00002087648	OTTHUMG00000170225
375	OTTHUMT00000408114	protein_coding	0	4	0	OTTHUME00002087651	OTTHUMG00000170225
376	OTTHUMT00000410052	transcribed_processed_pseudogene	0	1	0	OTTHUME00002094731	OTTHUMG00000170700
376	OTTHUMT00000410053	processed_transcript	0	1	1	OTTHUME00002094730	OTTHUMG00000170700
379	OTTHUMT00000407671	lincRNA	5	0	0		OTTHUMG00000170148
379	OTTHUMT00000407672	lincRNA	2	0	0		OTTHUMG00000170148
380	OTTHUMT00000407671	lincRNA	12	0	0		OTTHUMG00000170148
384	OTTHUMT00000407348	protein_coding	1	0	0		OTTHUMG00000170118
384	OTTHUMT00000407349	protein_coding	0	1	0	OTTHUME00002084817	OTTHUMG00000170118
384	OTTHUMT00000407350	retained_intron	0	1	0	OTTHUME00002084830	OTTHUMG00000170118
384	OTTHUMT00000407351	nonsense_mediated_decay	0	1	0	OTTHUME00002084798	OTTHUMG00000170118
384	OTTHUMT00000407354	retained_intron	0	1	1	OTTHUME00002084794	OTTHUMG00000170118
385	OTTHUMT00000406054	protein_coding	1	0	0		OTTHUMG00000169803
385	OTTHUMT00000405959	protein_coding	1	0	0		OTTHUMG00000169803
385	OTTHUMT00000405960	protein_coding	1	0	0		OTTHUMG00000169803
385	OTTHUMT00000406056	protein_coding	1	0	0		OTTHUMG00000169803
385	OTTHUMT00000406057	protein_coding	1	0	0		OTTHUMG00000169803
386	OTTHUMT00000403906	antisense	2	0	0		OTTHUMG00000169412
386	OTTHUMT00000403907	antisense	0	1	1	OTTHUME00002071654	OTTHUMG00000169412
387	OTTHUMT00000403724	protein_coding	2	0	0		OTTHUMG00000169371
387	OTTHUMT00000403726	protein_coding	2	0	0		OTTHUMG00000169371
387	OTTHUMT00000403729	nonsense_mediated_decay	2	0	0		OTTHUMG00000169371
389	OTTHUMT00000404765	protein_coding	9	0	0		OTTHUMG00000169546
390	OTTHUMT00000405007	protein_coding	9	0	0		OTTHUMG00000169603
390	OTTHUMT00000405008	protein_coding	10	0	0		OTTHUMG00000169603
390	OTTHUMT00000405011	nonsense_mediated_decay	11	0	0		OTTHUMG00000169603
390	OTTHUMT00000405013	nonsense_mediated_decay	2	0	0		OTTHUMG00000169603
391	OTTHUMT00000405205	protein_coding	22	0	0		OTTHUMG00000169638
391	OTTHUMT00000405206	retained_intron	21	0	0		OTTHUMG00000169638
391	OTTHUMT00000405208	nonsense_mediated_decay	22	0	0		OTTHUMG00000169638
392	OTTHUMT00000405222	protein_coding	74	75	0	OTTHUME00002076845	OTTHUMG00000150719
392	OTTHUMT00000405409	retained_intron	5	6	0	OTTHUME00002077571	OTTHUMG00000150719
394	OTTHUMT00000405374	protein_coding	19	0	0		OTTHUMG00000169676
394	OTTHUMT00000405435	protein_coding	19	0	0		OTTHUMG00000169676
394	OTTHUMT00000405437	processed_transcript	1	0	0		OTTHUMG00000169676
394	OTTHUMT00000405438	processed_transcript	1	0	0		OTTHUMG00000169676
395	OTTHUMT00000405156	protein_coding	23	0	0		OTTHUMG00000169625
395	OTTHUMT00000405158	protein_coding	24	0	0		OTTHUMG00000169625
395	OTTHUMT00000405157	retained_intron	22	0	0		OTTHUMG00000169625
395	OTTHUMT00000405159	protein_coding	22	0	0		OTTHUMG00000169625
395	OTTHUMT00000405163	retained_intron	12	0	0		OTTHUMG00000169625
395	OTTHUMT00000405166	nonsense_mediated_decay	8	0	0		OTTHUMG00000169625
395	OTTHUMT00000405167	retained_intron	2	0	0		OTTHUMG00000169625
396	OTTHUMT00000403879	protein_coding	2	0	0		OTTHUMG00000169404
396	OTTHUMT00000404170	processed_transcript	2	0	0		OTTHUMG00000169404
398	OTTHUMT00000401847	protein_coding	33	34	0	OTTHUME00002063641	OTTHUMG00000134325
398	OTTHUMT00000259410	protein_coding	32	33	0	OTTHUME00002063641	OTTHUMG00000134325
398	OTTHUMT00000259412	retained_intron	24	25	0	OTTHUME00001607608	OTTHUMG00000134325
398	OTTHUMT00000401848	protein_coding	23	24	0	OTTHUME00002063641	OTTHUMG00000134325
398	OTTHUMT00000401849	processed_transcript	23	24	0	OTTHUME00001607608	OTTHUMG00000134325
398	OTTHUMT00000401865	retained_intron	0	1	0	OTTHUME00002063781	OTTHUMG00000134325
398	OTTHUMT00000401866	retained_intron	0	1	0	OTTHUME00002063782	OTTHUMG00000134325
399	OTTHUMT00000403592	protein_coding	29	0	0		OTTHUMG00000169338
399	OTTHUMT00000403595	retained_intron	1	0	0		OTTHUMG00000169338
399	OTTHUMT00000403596	retained_intron	3	0	0		OTTHUMG00000169338
400	OTTHUMT00000402857	protein_coding	0	5	0	OTTHUME00002067637	OTTHUMG00000169201
401	OTTHUMT00000402131	protein_coding	15	0	0		OTTHUMG00000169071
401	OTTHUMT00000402128	protein_coding	5	0	0		OTTHUMG00000169071
401	OTTHUMT00000402130	retained_intron	10	0	0		OTTHUMG00000169071
401	OTTHUMT00000402132	protein_coding	15	0	0		OTTHUMG00000169071
401	OTTHUMT00000402134	nonsense_mediated_decay	12	0	0		OTTHUMG00000169071
401	OTTHUMT00000402137	retained_intron	4	0	0		OTTHUMG00000169071
402	OTTHUMT00000401341	protein_coding	4	0	0		OTTHUMG00000168845
402	OTTHUMT00000401342	protein_coding	3	0	0		OTTHUMG00000168845
402	OTTHUMT00000401344	protein_coding	4	0	0		OTTHUMG00000168845
402	OTTHUMT00000401345	processed_transcript	4	0	0		OTTHUMG00000168845
403	OTTHUMT00000467683	protein_coding	0	1	0	OTTHUME00002291005	OTTHUMG00000183988
403	OTTHUMT00000467684	protein_coding	0	1	1	OTTHUME00002291025	OTTHUMG00000183988
405	OTTHUMT00000318173	protein_coding	37	0	0		OTTHUMG00000150455
405	OTTHUMT00000318170	protein_coding	37	0	0		OTTHUMG00000150455
405	OTTHUMT00000318169	protein_coding	37	0	0		OTTHUMG00000150455
405	OTTHUMT00000318181	protein_coding	3	0	0		OTTHUMG00000150455
409	OTTHUMT00000397404	protein_coding	15	0	0		OTTHUMG00000167991
409	OTTHUMT00000397538	retained_intron	8	0	0		OTTHUMG00000167991
410	OTTHUMT00000044071	protein_coding	4	0	0		OTTHUMG00000016516
410	OTTHUMT00000044072	protein_coding	5	0	0		OTTHUMG00000016516
410	OTTHUMT00000044073	processed_transcript	2	0	0		OTTHUMG00000016516
411	OTTHUMT00000472022	nonsense_mediated_decay	3	0	0		OTTHUMG00000186016
411	OTTHUMT00000335437	protein_coding	3	0	0		OTTHUMG00000016578
411	OTTHUMT00000335436	retained_intron	1	0	0		OTTHUMG00000016578
411	OTTHUMT00000044180	protein_coding	1	0	0		OTTHUMG00000016578
416	OTTHUMT00000354828	protein_coding	44	45	0	OTTHUME00001887241	OTTHUMG00000016799
419	OTTHUMT00000044957	processed_transcript	4	0	0		OTTHUMG00000016927
419	OTTHUMT00000044961	processed_transcript	4	0	0		OTTHUMG00000016927
419	OTTHUMT00000044954	processed_transcript	3	0	0		OTTHUMG00000016927
419	OTTHUMT00000044958	processed_transcript	5	0	0		OTTHUMG00000016927
420	OTTHUMT00000044957	processed_transcript	4	0	0		OTTHUMG00000016927
420	OTTHUMT00000044961	processed_transcript	4	0	0		OTTHUMG00000016927
420	OTTHUMT00000044954	processed_transcript	3	0	0		OTTHUMG00000016927
420	OTTHUMT00000044958	processed_transcript	5	0	0		OTTHUMG00000016927
420	OTTHUMT00000044955	processed_transcript	0	3	0	OTTHUME00000197361	OTTHUMG00000016927
420	OTTHUMT00000044956	processed_transcript	0	4	0	OTTHUME00000197347	OTTHUMG00000016927
430	OTTHUMT00000045413	lincRNA	1	0	0		OTTHUMG00000017166
430	OTTHUMT00000045414	lincRNA	1	0	0		OTTHUMG00000017166
430	OTTHUMT00000045415	lincRNA	2	0	0		OTTHUMG00000017166
430	OTTHUMT00000471170	lincRNA	2	0	0		OTTHUMG00000017166
431	OTTHUMT00000045435	processed_pseudogene	0	1	0	OTTHUME00000199023	OTTHUMG00000017183
432	OTTHUMT00000442497	retained_intron	0	2	0	OTTHUME00000199052	OTTHUMG00000017195
432	OTTHUMT00000045448	lincRNA	3	0	0		OTTHUMG00000017195
432	OTTHUMT00000442498	lincRNA	0	3	0	OTTHUME00002206004	OTTHUMG00000017195
433	OTTHUMT00000442497	retained_intron	0	2	0	OTTHUME00000199052	OTTHUMG00000017195
433	OTTHUMT00000045448	lincRNA	3	0	0		OTTHUMG00000017195
433	OTTHUMT00000442498	lincRNA	0	3	0	OTTHUME00002206004	OTTHUMG00000017195
434	OTTHUMT00000442497	retained_intron	0	2	0	OTTHUME00000199052	OTTHUMG00000017195
434	OTTHUMT00000045448	lincRNA	3	0	0		OTTHUMG00000017195
434	OTTHUMT00000442498	lincRNA	0	3	0	OTTHUME00002206004	OTTHUMG00000017195
435	OTTHUMT00000442497	retained_intron	0	2	0	OTTHUME00000199052	OTTHUMG00000017195
435	OTTHUMT00000045448	lincRNA	3	0	0		OTTHUMG00000017195
435	OTTHUMT00000442498	lincRNA	0	3	0	OTTHUME00002206004	OTTHUMG00000017195
436	OTTHUMT00000442497	retained_intron	0	2	0	OTTHUME00000199052	OTTHUMG00000017195
436	OTTHUMT00000045448	lincRNA	3	0	0		OTTHUMG00000017195
436	OTTHUMT00000442498	lincRNA	0	3	0	OTTHUME00002206004	OTTHUMG00000017195
437	OTTHUMT00000442497	retained_intron	0	2	0	OTTHUME00000199052	OTTHUMG00000017195
437	OTTHUMT00000045448	lincRNA	3	0	0		OTTHUMG00000017195
437	OTTHUMT00000442498	lincRNA	0	3	0	OTTHUME00002206004	OTTHUMG00000017195
438	OTTHUMT00000045454	protein_coding	7	0	0		OTTHUMG00000017200
438	OTTHUMT00000045451	sense_intronic	1	0	0		OTTHUMG00000017198
439	OTTHUMT00000045517	protein_coding	1	0	0		OTTHUMG00000017232
440	OTTHUMT00000462315	protein_coding	1	0	0		OTTHUMG00000017248
440	OTTHUMT00000462316	processed_transcript	2	0	0		OTTHUMG00000017248
440	OTTHUMT00000045541	protein_coding	1	0	0		OTTHUMG00000017248
440	OTTHUMT00000045546	protein_coding	1	0	0		OTTHUMG00000017248
440	OTTHUMT00000462317	protein_coding	1	0	0		OTTHUMG00000017248
441	OTTHUMT00000045594	protein_coding	3	0	0		OTTHUMG00000017267
441	OTTHUMT00000045588	protein_coding	7	0	0		OTTHUMG00000017267
441	OTTHUMT00000045587	protein_coding	5	0	0		OTTHUMG00000017267
441	OTTHUMT00000045589	processed_transcript	4	0	0		OTTHUMG00000017267
441	OTTHUMT00000045592	processed_transcript	5	0	0		OTTHUMG00000017267
441	OTTHUMT00000045590	processed_transcript	4	0	0		OTTHUMG00000017267
441	OTTHUMT00000045591	processed_transcript	3	0	0		OTTHUMG00000017267
442	OTTHUMT00000045611	protein_coding	1	0	0		OTTHUMG00000017278
442	OTTHUMT00000045612	protein_coding	1	0	0		OTTHUMG00000017278
442	OTTHUMT00000045613	protein_coding	1	0	0		OTTHUMG00000017278
443	OTTHUMT00000045680	protein_coding	1	0	0		OTTHUMG00000017303
444	OTTHUMT00000045680	protein_coding	1	0	0		OTTHUMG00000017303
445	OTTHUMT00000045736	protein_coding	1	0	0		OTTHUMG00000017326
446	OTTHUMT00000312857	protein_coding	3	0	0		OTTHUMG00000017344
446	OTTHUMT00000045761	protein_coding	3	0	0		OTTHUMG00000017344
447	OTTHUMT00000045887	protein_coding	19	0	0		OTTHUMG00000017384
447	OTTHUMT00000045888	protein_coding	19	0	0		OTTHUMG00000017384
447	OTTHUMT00000045895	processed_transcript	4	0	0		OTTHUMG00000017384
448	OTTHUMT00000276737	protein_coding	8	0	0		OTTHUMG00000017402
448	OTTHUMT00000045966	protein_coding	8	0	0		OTTHUMG00000017402
448	OTTHUMT00000045965	protein_coding	8	0	0		OTTHUMG00000017402
448	OTTHUMT00000045967	protein_coding	8	0	0		OTTHUMG00000017402
448	OTTHUMT00000045960	protein_coding	8	0	0		OTTHUMG00000017402
450	OTTHUMT00000411711	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000073841	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411715	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411716	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000073840	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000073838	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411717	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411718	nonsense_mediated_decay	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411719	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411720	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000073839	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000073836	protein_coding	0	1	1	OTTHUME00000323879	OTTHUMG00000029619
450	OTTHUMT00000073837	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411721	protein_coding	1	2	0	OTTHUME00002100299	OTTHUMG00000029619
450	OTTHUMT00000411731	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411733	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411743	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411829	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411830	protein_coding	0	1	0	OTTHUME00002100697	OTTHUMG00000029619
450	OTTHUMT00000411838	nonsense_mediated_decay	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411722	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000413114	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411723	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411724	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411831	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411832	retained_intron	1	2	0	OTTHUME00002100694	OTTHUMG00000029619
450	OTTHUMT00000411833	retained_intron	1	2	0	OTTHUME00002100694	OTTHUMG00000029619
450	OTTHUMT00000411834	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411732	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411835	protein_coding	0	1	0	OTTHUME00002100685	OTTHUMG00000029619
450	OTTHUMT00000411836	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411725	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411726	nonsense_mediated_decay	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411837	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411727	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411728	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411729	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411839	nonsense_mediated_decay	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411840	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411841	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411730	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411842	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411734	nonsense_mediated_decay	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411843	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411735	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411736	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411737	retained_intron	1	2	0	OTTHUME00002100694	OTTHUMG00000029619
450	OTTHUMT00000411844	retained_intron	1	2	0	OTTHUME00002100694	OTTHUMG00000029619
450	OTTHUMT00000411738	retained_intron	2	3	0	OTTHUME00002100694	OTTHUMG00000029619
450	OTTHUMT00000411845	retained_intron	1	2	0	OTTHUME00002100694	OTTHUMG00000029619
450	OTTHUMT00000411846	protein_coding	1	2	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411739	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411847	protein_coding	0	1	0	OTTHUME00002100684	OTTHUMG00000029619
450	OTTHUMT00000411848	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411849	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411740	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411741	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411742	protein_coding	2	3	0	OTTHUME00002100271	OTTHUMG00000029619
450	OTTHUMT00000411850	retained_intron	2	3	0	OTTHUME00002100682	OTTHUMG00000029619
451	OTTHUMT00000071684	protein_coding	0	1	0	OTTHUME00000314391	OTTHUMG00000028710
451	OTTHUMT00000071680	protein_coding	0	1	0	OTTHUME00000314390	OTTHUMG00000028710
451	OTTHUMT00000413449	protein_coding	0	1	0	OTTHUME00000314388	OTTHUMG00000028710
451	OTTHUMT00000071682	protein_coding	0	1	0	OTTHUME00000314385	OTTHUMG00000028710
451	OTTHUMT00000071683	protein_coding	0	1	0	OTTHUME00002106546	OTTHUMG00000028710
451	OTTHUMT00000413450	protein_coding	0	1	0	OTTHUME00002106548	OTTHUMG00000028710
451	OTTHUMT00000413504	protein_coding	1	0	0		OTTHUMG00000171458
451	OTTHUMT00000413501	protein_coding	0	1	0	OTTHUME00002106707	OTTHUMG00000028710
451	OTTHUMT00000413465	protein_coding	0	1	1	OTTHUME00002106599	OTTHUMG00000028710
451	OTTHUMT00000413466	processed_transcript	0	1	0	OTTHUME00002106591	OTTHUMG00000028710
451	OTTHUMT00000413502	processed_transcript	0	1	0	OTTHUME00002106705	OTTHUMG00000028710
451	OTTHUMT00000413468	processed_transcript	0	1	0	OTTHUME00002106592	OTTHUMG00000028710
451	OTTHUMT00000413503	protein_coding	0	1	0	OTTHUME00002106703	OTTHUMG00000028710
451	OTTHUMT00000413469	protein_coding	1	1	0	OTTHUME00002106601	OTTHUMG00000028710
451	OTTHUMT00000413471	protein_coding	0	1	0	OTTHUME00002106605	OTTHUMG00000028710
452	OTTHUMT00000071796	protein_coding	28	0	0		OTTHUMG00000028753
453	OTTHUMT00000071798	protein_coding	30	0	0		OTTHUMG00000028755
454	OTTHUMT00000415541	retained_intron	1	2	0	OTTHUME00000315647	OTTHUMG00000028797
454	OTTHUMT00000415542	protein_coding	9	10	0	OTTHUME00002113540	OTTHUMG00000028797
454	OTTHUMT00000071918	protein_coding	10	11	0	OTTHUME00002113540	OTTHUMG00000028797
454	OTTHUMT00000071920	processed_transcript	9	10	0	OTTHUME00000315639	OTTHUMG00000028797
454	OTTHUMT00000415543	retained_intron	0	1	0	OTTHUME00002113529	OTTHUMG00000028797
454	OTTHUMT00000415544	retained_intron	7	8	0	OTTHUME00002113541	OTTHUMG00000028797
454	OTTHUMT00000415545	nonsense_mediated_decay	10	11	0	OTTHUME00002113558	OTTHUMG00000028797
454	OTTHUMT00000415546	retained_intron	6	7	0	OTTHUME00002113527	OTTHUMG00000028797
455	OTTHUMT00000409119	lincRNA	2	0	0		OTTHUMG00000170435
455	OTTHUMT00000409120	lincRNA	1	0	0		OTTHUMG00000170435
455	OTTHUMT00000409121	lincRNA	3	0	0		OTTHUMG00000170436
456	OTTHUMT00000409668	processed_transcript	2	0	0		OTTHUMG00000170579
456	OTTHUMT00000409669	processed_transcript	2	0	0		OTTHUMG00000170579
456	OTTHUMT00000409670	processed_transcript	2	0	0		OTTHUMG00000170579
456	OTTHUMT00000409671	processed_transcript	3	0	0		OTTHUMG00000170579
457	OTTHUMT00000276609	protein_coding	1	0	0		OTTHUMG00000140201
457	OTTHUMT00000409713	protein_coding	1	0	0		OTTHUMG00000140201
457	OTTHUMT00000409714	nonsense_mediated_decay	1	0	0		OTTHUMG00000140201
458	OTTHUMT00000410141	protein_coding	1	0	0		OTTHUMG00000140250
458	OTTHUMT00000276732	protein_coding	1	0	0		OTTHUMG00000140250
458	OTTHUMT00000410144	processed_transcript	1	0	0		OTTHUMG00000140250
461	OTTHUMT00000276871	protein_coding	3	0	0		OTTHUMG00000140289
461	OTTHUMT00000276870	protein_coding	3	0	0		OTTHUMG00000140289
461	OTTHUMT00000410749	protein_coding	3	0	0		OTTHUMG00000140289
461	OTTHUMT00000410751	protein_coding	3	0	0		OTTHUMG00000140289
461	OTTHUMT00000410752	protein_coding	3	0	0		OTTHUMG00000140289
461	OTTHUMT00000410753	nonsense_mediated_decay	4	0	0		OTTHUMG00000140289
463	OTTHUMT00000074213	protein_coding	1	0	0		OTTHUMG00000029754
463	OTTHUMT00000276895	protein_coding	1	0	0		OTTHUMG00000029754
463	OTTHUMT00000074214	processed_transcript	1	0	0		OTTHUMG00000029754
463	OTTHUMT00000074215	protein_coding	1	0	0		OTTHUMG00000029754
463	OTTHUMT00000411296	processed_transcript	1	0	0		OTTHUMG00000029754
464	OTTHUMT00000072278	protein_coding	3	0	0		OTTHUMG00000028947
464	OTTHUMT00000420521	retained_intron	1	0	0		OTTHUMG00000028947
465	OTTHUMT00000412154	protein_coding	8	0	0		OTTHUMG00000141306
466	OTTHUMT00000414076	protein_coding	17	18	0	OTTHUME00002108726	OTTHUMG00000171550
466	OTTHUMT00000414080	protein_coding	16	17	0	OTTHUME00002108726	OTTHUMG00000171550
466	OTTHUMT00000421243	protein_coding	16	17	0	OTTHUME00002108726	OTTHUMG00000171550
467	OTTHUMT00000408067	nonsense_mediated_decay	10	0	0		OTTHUMG00000170219
467	OTTHUMT00000408068	protein_coding	11	0	0		OTTHUMG00000170219
467	OTTHUMT00000286392	protein_coding	9	0	0		OTTHUMG00000142811
467	OTTHUMT00000414325	retained_intron	7	0	0		OTTHUMG00000142811
469	OTTHUMT00000286406	protein_coding	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000412044	protein_coding	1	0	0		OTTHUMG00000142818
469	OTTHUMT00000412045	protein_coding	3	0	0		OTTHUMG00000142818
469	OTTHUMT00000412046	nonsense_mediated_decay	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000412047	protein_coding	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000412049	protein_coding	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000412050	protein_coding	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000286407	protein_coding	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000412051	protein_coding	2	0	0		OTTHUMG00000142818
469	OTTHUMT00000412052	protein_coding	1	0	0		OTTHUMG00000142818
471	OTTHUMT00000413031	protein_coding	14	0	0		OTTHUMG00000171340
471	OTTHUMT00000413032	protein_coding	14	0	0		OTTHUMG00000171340
471	OTTHUMT00000413033	protein_coding	14	0	0		OTTHUMG00000171340
471	OTTHUMT00000413034	nonsense_mediated_decay	14	0	0		OTTHUMG00000171340
471	OTTHUMT00000413035	protein_coding	14	0	0		OTTHUMG00000171340
471	OTTHUMT00000413036	protein_coding	13	0	0		OTTHUMG00000171340
471	OTTHUMT00000413037	protein_coding	13	0	0		OTTHUMG00000171340
471	OTTHUMT00000413038	protein_coding	13	0	0		OTTHUMG00000171340
471	OTTHUMT00000413039	protein_coding	13	0	0		OTTHUMG00000171340
471	OTTHUMT00000413042	protein_coding	11	0	0		OTTHUMG00000171340
471	OTTHUMT00000413043	protein_coding	10	0	0		OTTHUMG00000171340
473	OTTHUMT00000412344	protein_coding	4	0	0		OTTHUMG00000171212
473	OTTHUMT00000412345	protein_coding	0	4	0	OTTHUME00002102464	OTTHUMG00000171212
473	OTTHUMT00000412346	protein_coding	0	5	0	OTTHUME00002102475	OTTHUMG00000171212
473	OTTHUMT00000412347	nonsense_mediated_decay	0	4	0	OTTHUME00002102463	OTTHUMG00000171212
473	OTTHUMT00000412348	protein_coding	0	5	0	OTTHUME00002102465	OTTHUMG00000171212
473	OTTHUMT00000412349	protein_coding	0	5	0	OTTHUME00002102457	OTTHUMG00000171212
473	OTTHUMT00000412350	protein_coding	0	5	0	OTTHUME00002102471	OTTHUMG00000171212
473	OTTHUMT00000412351	protein_coding	0	4	0	OTTHUME00002102467	OTTHUMG00000171212
474	OTTHUMT00000413672	protein_coding	1	0	0		OTTHUMG00000171487
474	OTTHUMT00000413673	processed_transcript	1	0	0		OTTHUMG00000171487
474	OTTHUMT00000414439	processed_transcript	1	0	0		OTTHUMG00000171487
476	OTTHUMT00000412844	protein_coding	6	0	0		OTTHUMG00000171298
476	OTTHUMT00000412845	protein_coding	4	0	0		OTTHUMG00000171298
476	OTTHUMT00000412847	protein_coding	4	0	0		OTTHUMG00000171298
476	OTTHUMT00000412848	processed_transcript	2	0	0		OTTHUMG00000171298
477	OTTHUMT00000387996	protein_coding	1	0	0		OTTHUMG00000166134
477	OTTHUMT00000387997	protein_coding	3	0	0		OTTHUMG00000166134
477	OTTHUMT00000388004	retained_intron	1	0	0		OTTHUMG00000166134
477	OTTHUMT00000388005	protein_coding	3	0	0		OTTHUMG00000166134
477	OTTHUMT00000388006	protein_coding	4	0	0		OTTHUMG00000166134
479	OTTHUMT00000413958	protein_coding	3	0	0		OTTHUMG00000171530
479	OTTHUMT00000413959	protein_coding	3	0	0		OTTHUMG00000171530
479	OTTHUMT00000413962	protein_coding	3	0	0		OTTHUMG00000171530
479	OTTHUMT00000413965	protein_coding	4	0	0		OTTHUMG00000171530
479	OTTHUMT00000413968	nonsense_mediated_decay	4	0	0		OTTHUMG00000171530
479	OTTHUMT00000413969	nonsense_mediated_decay	3	0	0		OTTHUMG00000171530
